PacketCounter,SampleTimeFine,_Quat_W,_Quat_X,_Quat_Y,_Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
1202,1155392664,0.08643052,0.627609551,-0.063528143,0.771103323,9.50687027,0.15508011,2.078181505,-8.741270065,16.01231956,-3.674055815,-1.359375,-0.701660156,0.309570313, 
1203,1155400997,0.087086812,0.626593649,-0.063957527,0.77181983,9.731601715,0.16770041,2.697356462,-9.526397705,16.31259537,-2.360275507,-1.397460938,-0.697753906,0.267089844, 
1204,1155409330,0.087676011,0.625663817,-0.064500175,0.77246207,9.49078846,0.27892369,2.46261692,-10.08568382,14.4281826,-0.862585247,-1.37109375,-0.690429688,0.249023438, 
1205,1155417663,0.088297658,0.624794781,-0.065269545,0.773029745,9.801476479,0.032218274,2.235348463,-12.79239082,13.02918148,0.624052525,-1.408691406,-0.684082031,0.208496094, 
1206,1155425996,0.088823743,0.62390399,-0.066071227,0.773620605,10.10600853,-0.236995757,2.426730633,-12.30239391,13.20784378,1.940522075,-1.380371094,-0.675292969,0.186035156, 
1207,1155434329,0.089268275,0.623081565,-0.066943482,0.774157226,10.23038197,0.173632547,2.213786364,-12.33842945,11.98171234,3.310575962,-1.408691406,-0.666992188,0.147949219, 
1208,1155442662,0.089660451,0.622177303,-0.067898244,0.774755716,10.01589775,-0.17449449,2.362651587,-12.78212166,13.11217594,4.705170155,-1.370605469,-0.657714844,0.131347656, 
1209,1155450995,0.090044364,0.621328771,-0.0687548,0.775316417,9.805229187,-0.250327677,2.39391613,-11.66032028,12.42991352,3.875422478,-1.399902344,-0.646972656,0.091308594, 
1210,1155459328,0.090482287,0.620458007,-0.069614865,0.775885761,9.672056198,-0.442843795,2.741333246,-12.14156055,12.67053318,3.340417385,-1.358398438,-0.631835938,0.077148438, 
1211,1155467661,0.091011174,0.619655252,-0.070398904,0.776394546,9.461747169,-0.909314632,1.779543638,-12.11676407,11.7280817,1.60187602,-1.379882813,-0.620605469,0.043945313, 
1212,1155475994,0.091513477,0.618910909,-0.071039066,0.776870549,9.54778862,-0.438560367,1.349957705,-10.29208469,10.8643961,0.535299301,-1.338867188,-0.608886719,0.036132813, 
1213,1155484327,0.091885142,0.618012309,-0.071613386,0.777489007,9.540493011,-0.314291745,2.885381937,-8.552928925,13.7954855,1.727360487,-1.359375,-0.598144531,0.001953125, 
1214,1155492660,0.092370011,0.617308378,-0.07227581,0.777929485,9.43697834,0.102248304,1.900888085,-10.35212231,10.09150982,0.825918257,-1.321777344,-0.584472656,0.000488281, 
1215,1155500993,0.092811242,0.616526484,-0.072997168,0.778429568,10.43955898,0.416904986,2.084224224,-10.68625927,11.42332268,1.969978094,-1.342285156,-0.5703125,-0.027832031, 
1216,1155509326,0.093139566,0.615597486,-0.073826119,0.779047132,10.03949165,0.718739986,2.981818199,-10.925807,13.63614082,4.363502026,-1.311035156,-0.556152344,-0.03125, 
1217,1155517659,0.093583234,0.614664197,-0.074887231,0.779629409,10.10728741,0.556096554,2.167101622,-14.4537344,13.30922604,5.074988365,-1.334960938,-0.543945313,-0.0546875, 
1218,1155525992,0.094027661,0.613606513,-0.076028474,0.780298293,10.17674351,0.153006211,2.52255249,-15.372159,15.17172909,5.961510658,-1.298828125,-0.526367188,-0.052246094, 
1219,1155534325,0.094457597,0.612390459,-0.077195056,0.781086802,9.903129578,0.095574774,3.056964397,-15.62110519,17.93695259,6.674701691,-1.323242188,-0.512695313,-0.079589844, 
1220,1155542658,0.095022224,0.611132205,-0.078543,0.781869054,9.773835182,0.073292099,2.29971385,-18.7474556,18.1420517,6.77060318,-1.293457031,-0.498046875,-0.076171875, 
1221,1155550991,0.095677875,0.609785438,-0.079934068,0.782699168,9.898989677,-0.290656239,2.004657984,-20.05718994,19.63682365,6.333726883,-1.319335938,-0.48046875,-0.103515625, 
1222,1155559324,0.096382916,0.608354807,-0.08123076,0.783591807,9.937160492,-0.308417588,2.448387384,-19.47428703,21.14895821,5.165792465,-1.288085938,-0.462890625,-0.102539063, 
1223,1155567657,0.097328626,0.60672909,-0.082150236,0.784638822,10.01616192,-0.243353754,3.174068213,-17.53137207,25.40472221,-0.141800538,-1.310058594,-0.451171875,-0.131835938, 
1224,1155575990,0.098985009,0.605132222,-0.082253195,0.785653651,9.973829269,0.382750452,1.498941898,-14.62351418,26.63302994,-14.71713543,-1.278808594,-0.436523438,-0.134277344, 
1225,1155584323,0.101928554,0.603483915,-0.079792619,0.786798,8.397763252,6.226426125,3.036217213,2.413188934,33.30090332,-49.7024498,-1.298339844,-0.427246094,-0.161621094, 
1226,1155592656,0.105290428,0.602468252,-0.082032531,0.786903143,11.41635132,1.856573939,2.599312067,-52.14847565,11.61574268,-17.38883591,-1.268066406,-0.415527344,-0.162597656, 
1227,1155600989,0.106504858,0.600010455,-0.082616322,0.788554788,9.499987602,-3.421183109,1.614113927,-16.80114937,40.09491348,-3.987015724,-1.283203125,-0.39453125,-0.196289063, 
1228,1155609322,0.109034374,0.598530054,-0.083482981,0.789242566,9.39259243,1.838506699,4.699775219,-30.36646461,22.54075241,-18.44545364,-1.26171875,-0.381835938,-0.196289063, 
1229,1155617655,0.1104002,0.596187174,-0.085065544,0.790655911,10.92116165,-2.326926947,2.179420471,-29.03437996,35.54666901,2.163702488,-1.26953125,-0.362792969,-0.225585938, 
1230,1155625988,0.112046249,0.594105721,-0.086210594,0.791866243,9.445849419,-1.102146387,2.36628437,-26.39766121,31.94987297,-5.092783451,-1.241699219,-0.34765625,-0.223144531, 
1231,1155634321,0.113057546,0.591601312,-0.087419763,0.793463469,11.09523392,-2.091569662,2.930535316,-22.12172127,38.94813538,3.449923038,-1.248535156,-0.330078125,-0.255371094, 
1232,1155642654,0.113894343,0.588974118,-0.088572755,0.795168102,9.273694038,-1.847531319,2.47637701,-20.12421799,40.96275711,5.194307327,-1.225097656,-0.313476563,-0.251953125, 
1233,1155650987,0.11479792,0.586432517,-0.089473702,0.796814024,10.6829443,-2.310443878,2.44931221,-17.87353897,40.10321045,2.243926048,-1.229980469,-0.291015625,-0.280761719, 
1234,1155659320,0.115254231,0.583642542,-0.090161145,0.798717082,10.36174583,-2.183352709,2.907675266,-11.96873474,44.61305237,6.11862421,-1.206542969,-0.278320313,-0.277832031, 
1235,1155667653,0.115616746,0.580817938,-0.090640791,0.800666928,10.37453747,-1.616687059,3.073065519,-8.963590622,45.65332413,5.612947464,-1.20703125,-0.258789063,-0.304199219, 
1236,1155675986,0.115990013,0.577962756,-0.091047361,0.802630723,10.72801495,-1.48997736,2.843220711,-8.248030663,46.16197586,4.949691772,-1.184082031,-0.244628906,-0.298339844, 
1237,1155684319,0.116247535,0.574990392,-0.091293141,0.804697752,10.82724571,-1.732236862,2.817785025,-5.638729572,48.45891953,5.28360033,-1.184082031,-0.228027344,-0.323730469, 
1238,1155692652,0.116318457,0.571803033,-0.091342017,0.806949854,10.77465343,-1.402493358,2.958385229,-2.068815708,52.3147049,6.331072807,-1.161621094,-0.210449219,-0.314453125, 
1239,1155700985,0.116434857,0.56854254,-0.09126322,0.809242547,10.63871479,-0.971843243,2.623550177,-1.102772355,53.77082825,5.004662514,-1.163085938,-0.193359375,-0.339355469, 
1240,1155709318,0.116578937,0.56520915,-0.091167308,0.811564267,10.54969978,-1.281136751,3.161340714,-1.18137002,54.81345367,4.670870781,-1.141113281,-0.176757813,-0.330566406, 
1241,1155717651,0.116560616,0.561637104,-0.090860859,0.814077258,10.78964233,-1.504960775,3.446146011,2.259195328,59.15663147,5.482218742,-1.146484375,-0.165039063,-0.354492188, 
1242,1155725984,0.116460301,0.557973027,-0.090575397,0.816639006,10.57736874,-1.156603932,2.982811451,2.596792459,60.37145615,6.73012495,-1.121582031,-0.150390625,-0.346679688, 
1243,1155734317,0.116300896,0.55417043,-0.090192959,0.819289088,10.7279892,-1.013496876,3.338571787,4.002033234,62.7438736,6.989201546,-1.123046875,-0.133300781,-0.364746094, 
